"정본CSV행번호","감사정본행번호","업소명","소재지도로명주소","소재지지번주소","현재위도","현재경도","현재좌표검증상태","감사제안위도","감사제안경도","POI상호","POI도로명주소","POI지번주소","좌표출처","좌표출처URL","권장좌표검증상태","감사판정","검토결정","정본반영여부","검토메모"
"175","175","일미담","경기도 동두천시 동광로73, 1층(생연동)","","37.9088932","127.056332","확인 완료","37.9088435","127.0562832","일미담 동두천점","경기도 동두천시 동광로 73","경기도 동두천시 생연동 615-5","네이버 지도","https://map.naver.com/p/entry/place/1042044607","확인 완료","확인 후보","최종 승인","예","2026-09-10 Naver Place 상세 POI 대조 및 통합 safety gate 통과: 지점 표기 외 상호·도로명·건물번호 일치; 2026-09-10 canonical 좌표 반영 완료"
"138","138","쟝스헤어","경기도 동두천시 평화로2915(상봉암동)","","37.9470084","127.0613666","확인 완료","","","","","","","","미확인","보류","보류","아니오","2026-09-10 Naver 지도 검토: 전체·보조 네이버 지도 검색에서 현재 상세 POI를 찾지 못함"
"152","152","제이(J)모텔","경기도 동두천시 동두천로247-13(생연동)","","37.9036831","127.0550199","확인 완료","37.9037016","127.0550145","제이모텔","경기도 동두천시 동두천로 247-13","경기도 동두천시 생연2동 673-5","네이버 지도","https://map.naver.com/p/entry/place/18983755","확인 완료","확인 후보","최종 승인","예","2026-09-10 Naver Place 상세 POI 대조 및 통합 safety gate 통과: 괄호 영문 표기 외 상호·도로명·건물번호 일치; 2026-09-10 canonical 좌표 반영 완료"
"177","177","좋은날식당","경기도 동두천시 중앙로265번길 23(생연동)","","37.9052627","127.0525376","확인 완료","37.9052765","127.0525228","좋은날","경기도 동두천시 중앙로265번길 23","경기도 동두천시 생연동 659-33","네이버 지도","https://map.naver.com/p/entry/place/1260895432","확인 완료","확인 후보","최종 승인","예","2026-09-10 Naver Place 상세 POI 대조 및 통합 safety gate 통과: 식당 접미어 생략 외 상호·도로명·건물번호 일치; 2026-09-10 canonical 좌표 반영 완료"
"190","190","청년다방","경기도 동두천시 평화로2261번길 9-6(지행동)","","37.8894468","127.0558675","확인 완료","37.8894468","127.0558673","청년다방 동두천지행점","경기도 동두천시 평화로2261번길 9-6 청년다방","경기도 동두천시 지행동 738-9 청년다방","네이버 지도","https://map.naver.com/p/entry/place/1466909999","확인 완료","확인 후보","최종 승인","예","2026-09-10 Naver Place 상세 POI 대조 및 통합 safety gate 통과: 지점명과 도로명·건물번호 일치; 2026-09-10 canonical 좌표 반영 완료"
"180","180","촌가","경기도 동두천시 중앙로273번길 30, 1층(생연동)","","37.9062452","127.0524678","확인 완료","37.9062319","127.0524858","촌가전통민속주점","경기도 동두천시 중앙로273번길 30","경기도 동두천시 생연동 588-53","네이버 지도","https://map.naver.com/p/entry/place/1083061337","확인 완료","확인 후보","최종 승인","예","2026-09-10 Naver Place 상세 POI 대조 및 통합 safety gate 통과: 고유 상호 포함 및 도로명·건물번호 일치; 2026-09-10 canonical 좌표 반영 완료"
"191","191","커피&유","경기도 동두천시 정장로17번길 20, 1층(생연동)","","37.9054146","127.0530295","확인 완료","37.9054364","127.0530017","커피앤유 커피","경기도 동두천시 정장로17번길 20 동두천시정장로17번길20","경기도 동두천시 생연동 659-2 동두천시정장로17번길20","네이버 지도","https://map.naver.com/p/entry/place/1281441175","확인 완료","확인 후보","최종 승인","예","2026-09-10 Naver Place 상세 POI 대조 및 통합 safety gate 통과: 기호·한글 표기와 업종 접미어 차이 외 도로명·건물번호 일치; 2026-09-10 canonical 좌표 반영 완료"
"337","337","가마골 백숙","경기도 양주시 장흥면 북한산로 1028","","37.7135996","126.9713192","확인 완료","37.7135963","126.9713075","가마골백숙","경기도 양주시 장흥면 북한산로 1028 1층","경기도 양주시 장흥면 교현리 152-15 1층","네이버 지도","https://map.naver.com/p/entry/place/34301375","확인 완료","확인 후보","최종 승인","예","2026-09-10 Naver Place 상세 POI 대조 및 통합 safety gate 통과: 띄어쓰기 차이 외 상호·도로명·건물번호 일치; 2026-09-10 canonical 좌표 반영 완료"
"339","339","거시기닭갈비","경기도 양주시 엄상동길 22-25","","37.8302412","127.067514","확인 완료","37.8302159","127.0675042","거시기닭갈비 덕정본점","경기도 양주시 엄상동길 22-25","경기도 양주시 고암동 157-6","네이버 지도","https://map.naver.com/p/entry/place/18085815","확인 완료","확인 후보","최종 승인","예","2026-09-10 Naver Place 상세 POI 대조 및 통합 safety gate 통과: 덕정본점·도로명·건물번호가 단일 POI와 일치; 전화번호 끝자리 차이는 위치 근거와 분리해 비고로 보존; 2026-09-10 canonical 좌표 반영 완료"
"344","344","다찜(고암점)","경기도 양주시 고암길 32","","37.8316672","127.0678148","확인 완료","","","","","","","","재확인 필요","보류","보류","아니오","2026-09-10 Naver 지도 검토: 동일 주소 POI가 다찜 덕정점으로 표시되어 canonical 고암점과 지점명이 충돌"
"346","346","두끼떡볶이(양주고읍점)","경기도 양주시 고읍남로 36, 2층","","37.7936572","127.0780449","확인 완료","","","","","","","","미확인","보류","보류","아니오","2026-09-10 Naver 지도 검토: 현재 상세 POI를 찾지 못함"
"348","348","등촌샤브칼국수","경기도 양주시 송랑로 64, 1층","","37.790817","127.0884851","확인 완료","","","","","","","","미확인","보류","보류","아니오","2026-09-10 Naver 지도 검토: 송랑로 64의 해당 상호 현재 상세 POI를 찾지 못함"
"349","349","등촌칼국수","경기도 양주시 백석읍 고릉말로150번길 28 (1층)","","37.7958921","126.990685","확인 완료","37.7959513","126.9906235","등촌샤브칼국수백석점","경기도 양주시 백석읍 고릉말로150번길 28","경기도 양주시 백석읍 오산리 38-4","네이버 지도","https://map.naver.com/p/entry/place/18302843","확인 완료","확인 후보","최종 승인","예","2026-09-10 Naver Place 상세 POI 대조 및 통합 safety gate 통과: 브랜드 축약 표기 외 백석점·도로명·건물번호·전화번호 일치; 2026-09-10 canonical 좌표 반영 완료"
"350","350","만두와김밥마을","경기도 양주시 부흥로 2122","","37.8060821","127.0900078","확인 완료","","","","","","","","미확인","보류","보류","아니오","2026-09-10 Naver 지도 검토: 현재 상세 POI를 찾지 못함"
"352","352","본도시락 덕정점","경기도 양주시 독바위로 9","","37.840385","127.0629577","확인 완료","37.8402867","127.0629273","본도시락 양주덕정점","경기도 양주시 독바위로 9 1층 5호","경기도 양주시 덕정동 288 1층 5호","네이버 지도","https://map.naver.com/p/entry/place/1112259483","확인 완료","확인 후보","최종 승인","예","2026-09-10 Naver Place 상세 POI 대조 및 통합 safety gate 통과: 동일 덕정 지점·도로명·건물번호·전화번호 일치; 2026-09-10 canonical 좌표 반영 완료"
"353","353","산하식당","경기도 양주시 백석읍 기산로 410","","37.7758038","126.9356199","확인 완료","37.7761179","126.9358294","산하","경기도 양주시 백석읍 기산로 410","경기도 양주시 백석읍 기산리 397","네이버 지도","https://map.naver.com/p/entry/place/11707038","확인 완료","확인 후보","최종 승인","예","2026-09-10 Naver Place 상세 POI 대조 및 통합 safety gate 통과: 식당 접미어 생략 외 도로명·건물번호·전화번호 일치; 2026-09-10 canonical 좌표 반영 완료"
"354","354","삼호산장","경기도 양주시 백석읍 기산로 435","","37.7773456","126.9380381","확인 완료","","","","","","","","재확인 필요","보류","보류","아니오","2026-09-10 Naver 지도 검토: 동일 주소 POI가 삼호정육식당으로 표시되어 canonical 삼호산장과 상호 변경 가능성 존재"
"358","358","야한소갈비살","경기도 양주시 엄상동길 30-3","","37.8312313","127.0678814","확인 완료","37.8312401","127.0678553","야한소갈비살 덕정점","경기도 양주시 엄상동길 30-3","경기도 양주시 고암동 140-2","네이버 지도","https://map.naver.com/p/entry/place/18299457","확인 완료","확인 후보","최종 승인","예","2026-09-10 Naver Place 상세 POI 대조 및 통합 safety gate 통과: 동일 덕정 지점·도로명·건물번호·전화번호 일치; 2026-09-10 canonical 좌표 반영 완료"
"360","360","이시돌선생의 약선도가","경기도 양주시 장흥면 권율로 88","","37.7227921","126.9477588","확인 완료","37.722948","126.9478917","약선도가","경기도 양주시 장흥면 권율로 88 그린숲타운 105동 206호","경기도 양주시 장흥면 일영리 41-4 그린숲타운 105동 206호","네이버 지도","https://map.naver.com/p/entry/place/37398056","확인 완료","확인 후보","최종 승인","예","2026-09-10 Naver Place 상세 POI 대조 및 통합 safety gate 통과: 핵심 상호·도로명·건물번호와 공식 홈페이지·전화번호 끝자리 일치; 2026-09-10 canonical 좌표 반영 완료"
"364","364","쪽삼","경기도 양주시 어하고개로 56, 1층","","37.8115125","127.1026878","확인 완료","37.8113185","127.1023444","쪽삼 양주본점","경기도 양주시 어하고개로 56","경기도 양주시 삼숭동 488-3","네이버 지도","https://map.naver.com/p/entry/place/1012317606","확인 완료","확인 후보","최종 승인","예","2026-09-10 Naver Place 상세 POI 대조 및 통합 safety gate 통과: 양주본점·도로명·건물번호 일치; 2026-09-10 canonical 좌표 반영 완료"
"367","367","페트라숯불구이","경기도 양주시 장흥면 일영로 601-100","","37.6967764","126.9236196","확인 완료","37.6970387","126.923778","페트라숯불구이 장흥본점","경기도 양주시 장흥면 일영로 601-100","경기도 양주시 장흥면 삼상리 397-4","네이버 지도","https://map.naver.com/p/entry/place/11720412","확인 완료","확인 후보","최종 승인","예","2026-09-10 Naver Place 상세 POI 대조 및 통합 safety gate 통과: 장흥본점·도로명·건물번호 일치; 2026-09-10 canonical 좌표 반영 완료"
