"정본행번호","업소명","입력주소","기존위도","기존경도","최초POI조회어","POI조회어","POI조회방식","POI후보수","POI상호","POI도로명주소","POI지번주소","POI상호일치","POI주소일치","APIHUB좌표후보수","제안위도","제안경도","좌표출처","좌표출처URL","권장좌표검증상태","판정","검토사유","확인일"
"126","보배헤어샵","경기도 동두천시 중앙로286번길 21-3(생연동)","37.9072394","127.0554639","보배헤어샵 경기도 동두천시 중앙로286번길 21-3(생연동)","보배헤어샵 경기도 동두천시 중앙로286번길 21-3(생연동)","전체 주소 검색","1","<b>보배헤어샵</b>","경기도 동두천시 중앙로286번길 21-3","경기도 동두천시 생연동 613-108","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-08"
"127","삐삐머리방","경기도 동두천시 평화로2530번길 35(보산동)","37.9137556","127.0597922","삐삐머리방 경기도 동두천시 평화로2530번길 35(보산동)","삐삐머리방 경기도 동두천시 평화로2530번길 35(보산동)","전체 주소 검색","1","<b>삐삐머리방</b>","경기도 동두천시 평화로2530번길 35","경기도 동두천시 보산동 407-4","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-08"
"128","샤론의꽃 미용아카데미","경기도 동두천시 중앙로7번길 15(송내동)","37.8822769","127.0534822","샤론의꽃 미용아카데미 경기도 동두천시 중앙로7번길 15(송내동)","샤론의꽃 미용아카데미 경기도 동두천시 중앙로7번길 15(송내동)","전체 주소 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-08"
"129","세아떼바버샵","경기도 동두천시 이담로89, 상가동 106호(지행동)","37.8893173","127.0587061","세아떼바버샵 경기도 동두천시 이담로89, 상가동 106호(지행동)","세아떼바버샵 경기도 동두천시 이담로89","도로명·건물번호 보조 검색","1","<b>세아떼바버샵</b>","경기도 동두천시 이담로 89 동원베네스트상가동 106호 2층","경기도 동두천시 지행동 354 동원베네스트상가동 106호 2층","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-08"
"130","신성순 헤어아트","경기도 동두천시 중앙로278, 2층(생연동)","37.9062244","127.0543695","신성순 헤어아트 경기도 동두천시 중앙로278, 2층(생연동)","신성순 헤어아트 경기도 동두천시 중앙로278","도로명·건물번호 보조 검색","1","","","","False","False","0","","","","","미확인","미확인","상호와 주소가 일치하는 후보가 없습니다","2026-09-08"
"131","신지미헤어라인","경기도 동두천시 광암로33번길 13-10(광암동)","37.8960534","127.0851728","신지미헤어라인 경기도 동두천시 광암로33번길 13-10(광암동)","신지미헤어라인 경기도 동두천시 광암로33번길 13-10(광암동)","전체 주소 검색","1","<b>신지미헤어라인</b>","경기도 동두천시 광암로33번길 13-10","경기도 동두천시 광암동 494-61","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-08"
"132","안다미로","경기도 동두천시 지행로107번길 13(지행동)","37.8930315","127.0592205","안다미로 경기도 동두천시 지행로107번길 13(지행동)","안다미로 경기도 동두천시 지행로107번길 13(지행동)","전체 주소 검색","1","","","","False","False","0","","","","","미확인","미확인","상호와 주소가 일치하는 후보가 없습니다","2026-09-08"
"133","에이치H헤어","경기도 동두천시 중앙로134-26, 1층 105호(지행동)","37.8931681","127.0538155","에이치H헤어 경기도 동두천시 중앙로134-26, 1층 105호(지행동)","에이치H헤어 경기도 동두천시 중앙로134-26","도로명·건물번호 보조 검색","1","","","","False","False","0","","","","","미확인","미확인","상호와 주소가 일치하는 후보가 없습니다","2026-09-08"
"134","이선희헤어샵","경기도 동두천시 삼육사로896, 1층(생연동)","37.90003","127.0495185","이선희헤어샵 경기도 동두천시 삼육사로896, 1층(생연동)","이선희헤어샵 경기도 동두천시 삼육사로896","도로명·건물번호 보조 검색","1","","","","False","False","0","","","","","미확인","미확인","상호와 주소가 일치하는 후보가 없습니다","2026-09-08"
"135","이지현미용실","경기도 동두천시 중앙로295번길 26(생연동)","37.9082384","127.0530444","이지현미용실 경기도 동두천시 중앙로295번길 26(생연동)","이지현미용실 경기도 동두천시 중앙로295번길 26(생연동)","전체 주소 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-08"
"136","인헤어","경기도 동두천시 삼육사로902, 2동 104호(생연동)","37.8995915","127.050081","인헤어 경기도 동두천시 삼육사로902, 2동 104호(생연동)","인헤어 경기도 동두천시 삼육사로902","도로명·건물번호 보조 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-08"
"137","잔디이발관","경기도 동두천시 중앙로369(보산동)","37.9132522","127.0580444","잔디이발관 경기도 동두천시 중앙로369(보산동)","잔디이발관 경기도 동두천시 중앙로369(보산동)","전체 주소 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-08"
"138","쟝스헤어","경기도 동두천시 평화로2915(상봉암동)","37.9470084","127.0613666","쟝스헤어 경기도 동두천시 평화로2915(상봉암동)","쟝스헤어 경기도 동두천시 평화로2915(상봉암동)","전체 주소 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-08"
"139","정헤어샾","경기도 동두천시 동광로83-1(생연동)","37.9090884","127.0576367","정헤어샾 경기도 동두천시 동광로83-1(생연동)","정헤어샾 경기도 동두천시 동광로83-1(생연동)","전체 주소 검색","1","","","","False","False","0","","","","","미확인","미확인","상호와 주소가 일치하는 후보가 없습니다","2026-09-08"
"140","제이제이 남성컷트전문","경기도 동두천시 평화로2530번길 30(보산동)","37.9135589","127.0594159","제이제이 남성컷트전문 경기도 동두천시 평화로2530번길 30(보산동)","제이제이 남성컷트전문 경기도 동두천시 평화로2530번길 30(보산동)","전체 주소 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-08"
