"정본행번호","업소명","입력주소","기존위도","기존경도","최초POI조회어","POI조회어","POI조회방식","POI후보수","POI상호","POI도로명주소","POI지번주소","POI상호일치","POI주소일치","APIHUB좌표후보수","제안위도","제안경도","좌표출처","좌표출처URL","권장좌표검증상태","판정","검토사유","확인일"
"17","포아이니 개화산역점","서울특별시 강서구양천로28(방화동, (본관동 104호))","37.5722167","126.8066625","포아이니 개화산역점 서울특별시 강서구양천로28(방화동, (본관동 104호))","포아이니 개화산역점 서울특별시 강서구양천로28(방화동","도로명·건물번호 보조 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"18","그로우빈스","서울특별시 강서구양천로18길16(방화동, (1층 101호))","37.5727689","126.812605","그로우빈스 서울특별시 강서구양천로18길16(방화동, (1층 101호))","그로우빈스 서울특별시 강서구양천로18길16(방화동","도로명·건물번호 보조 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"19","밀알카페","서울특별시 강서구강서로33길16(화곡동, (1층))","37.5420041","126.8388133","밀알카페 서울특별시 강서구강서로33길16(화곡동, (1층))","밀알카페 서울특별시 강서구강서로33길16(화곡동","도로명·건물번호 보조 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"20","굿바이브바버샵","서울특별시 광진구 용마산로21길 27, 1층","37.5634676","127.0859387","굿바이브바버샵 서울특별시 광진구 용마산로21길 27, 1층","굿바이브바버샵 서울특별시 광진구 용마산로21길 27","도로명·건물번호 보조 검색","1","<b>굿바이브바버샵</b>","서울특별시 광진구 용마산로21길 27 1층","서울특별시 광진구 중곡동 28-12 1층","True","True","1","37.5634483","127.085885","네이버 지도","https://map.naver.com/p/search/%EA%B5%BF%EB%B0%94%EC%9D%B4%EB%B8%8C%EB%B0%94%EB%B2%84%EC%83%B5%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EA%B4%91%EC%A7%84%EA%B5%AC%20%EC%9A%A9%EB%A7%88%EC%82%B0%EB%A1%9C21%EA%B8%B8%2027%2C%201%EC%B8%B5","확인 완료","확인 후보","단일 상호·주소 일치 후보","2026-09-06"
"21","굿보이즈 바버샵","서울특별시 광진구 강변역로4길 56, 1층 7호 (구의동, 광진해모로리버뷰)","37.5333472","127.0921658","굿보이즈 바버샵 서울특별시 광진구 강변역로4길 56, 1층 7호 (구의동, 광진해모로리버뷰)","굿보이즈 바버샵 서울특별시 광진구 강변역로4길 56","도로명·건물번호 보조 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"22","쵸리","서울특별시 광진구 뚝섬로51길 57, 1층","37.5347912","127.0813715","쵸리 서울특별시 광진구 뚝섬로51길 57, 1층","쵸리 서울특별시 광진구 뚝섬로51길 57","도로명·건물번호 보조 검색","1","<b>쵸리</b>","서울특별시 광진구 뚝섬로51길 57 1층","서울특별시 광진구 자양동 625-13 1층","True","True","1","37.5347807","127.0813924","네이버 지도","https://map.naver.com/p/search/%EC%B5%B8%EB%A6%AC%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EA%B4%91%EC%A7%84%EA%B5%AC%20%EB%9A%9D%EC%84%AC%EB%A1%9C51%EA%B8%B8%2057%2C%201%EC%B8%B5","확인 완료","확인 후보","단일 상호·주소 일치 후보","2026-09-06"
"23","무한정수제돈까스","서울특별시 광진구군자로102(군자동, (1층))","37.5521971","127.0715539","무한정수제돈까스 서울특별시 광진구군자로102(군자동, (1층))","무한정수제돈까스 서울특별시 광진구군자로102(군자동","도로명·건물번호 보조 검색","1","","","","False","False","0","","","","","미확인","미확인","상호와 주소가 일치하는 후보가 없습니다","2026-09-06"
"24","탄토탄토","서울특별시 광진구아차산로33길49(화양동, (2층))","37.5425095","127.0707414","탄토탄토 서울특별시 광진구아차산로33길49(화양동, (2층))","탄토탄토 서울특별시 광진구아차산로33길49(화양동","도로명·건물번호 보조 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"25","보드게임카페 레드버튼 건대점","서울특별시 광진구동일로22길81(화양동)","37.5415251","127.068812","보드게임카페 레드버튼 건대점 서울특별시 광진구동일로22길81(화양동)","보드게임카페 레드버튼 건대점 서울특별시 광진구동일로22길81(화양동)","전체 주소 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"26","9로평상","서울특별시 구로구 서해안로 2134 (항동)","37.4821597","126.8260772","9로평상 서울특별시 구로구 서해안로 2134 (항동)","9로평상 서울특별시 구로구 서해안로 2134 (항동)","전체 주소 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"27","국수집","서울특별시 동대문구한천로14길63(장안동, (1층))","37.566711","127.06627","국수집 서울특별시 동대문구한천로14길63(장안동, (1층))","국수집 서울특별시 동대문구한천로14길63(장안동","도로명·건물번호 보조 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"28","돈벼락김치삼겹살 장안동본점","서울특별시 동대문구장한로26길24(장안동, (1층))","37.5714899","127.0729639","돈벼락김치삼겹살 장안동본점 서울특별시 동대문구장한로26길24(장안동, (1층))","돈벼락김치삼겹살 장안동본점 서울특별시 동대문구장한로26길24(장안동","도로명·건물번호 보조 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"29","서울쉬퐁","서울특별시 동대문구한천로63길17(이문동, (1층))","37.6039396","127.0665311","서울쉬퐁 서울특별시 동대문구한천로63길17(이문동, (1층))","서울쉬퐁 서울특별시 동대문구한천로63길17(이문동","도로명·건물번호 보조 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"30","자연석 돌구이 생삼겹살 한우","서울특별시 동작구여의대방로202(대방동, 1층)","37.5047875","126.9225467","자연석 돌구이 생삼겹살 한우 서울특별시 동작구여의대방로202(대방동, 1층)","자연석 돌구이 생삼겹살 한우 서울특별시 동작구여의대방로202(대방동","도로명·건물번호 보조 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"31","한제소곱창전골 신대방삼거리역점","서울특별시 동작구여의대방로22길121- 0(신대방동, 상가동 1층 1444호, 1445호)","37.498564","126.926095","한제소곱창전골 신대방삼거리역점 서울특별시 동작구여의대방로22길121- 0(신대방동, 상가동 1층 1444호, 1445호)","한제소곱창전골 신대방삼거리역점 서울특별시 동작구여의대방로22길121- 0(신대방동","도로명·건물번호 보조 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-06"
"32","에이치플레이스","서울특별시 동작구여의대방로36길10(대방동, (1층))","37.5043025","126.9231009","에이치플레이스 서울특별시 동작구여의대방로36길10(대방동, (1층))","에이치플레이스 서울특별시 동작구여의대방로36길10(대방동","도로명·건물번호 보조 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"33","카피바라 커피랩","서울특별시 동작구대방동23길36(대방동, (1층))","37.5041462","126.9233874","카피바라 커피랩 서울특별시 동작구대방동23길36(대방동, (1층))","카피바라 커피랩 서울특별시 동작구대방동23길36(대방동","도로명·건물번호 보조 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"34","허슬러즈바버샵 홍대","서울특별시 마포구 와우산로 51-6, 지하 1층","37.5492912","126.9226741","허슬러즈바버샵 홍대 서울특별시 마포구 와우산로 51-6, 지하 1층","허슬러즈바버샵 홍대 서울특별시 마포구 와우산로 51-6","도로명·건물번호 보조 검색","1","<b>허슬러즈바버샵 홍대</b>","서울특별시 마포구 와우산로 51-6 지하1층","서울특별시 마포구 상수동 91-3 지하1층","True","True","1","37.5492912","126.9226741","네이버 지도","https://map.naver.com/p/search/%ED%97%88%EC%8A%AC%EB%9F%AC%EC%A6%88%EB%B0%94%EB%B2%84%EC%83%B5%20%ED%99%8D%EB%8C%80%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EB%A7%88%ED%8F%AC%EA%B5%AC%20%EC%99%80%EC%9A%B0%EC%82%B0%EB%A1%9C%2051-6%2C%20%EC%A7%80%ED%95%98%201%EC%B8%B5","확인 완료","확인 후보","단일 상호·주소 일치 후보","2026-09-06"
"35","연과점 하루","서울특별시 마포구동교로16길12(서교동, (1층))","37.5542805","126.9153613","연과점 하루 서울특별시 마포구동교로16길12(서교동, (1층))","연과점 하루 서울특별시 마포구동교로16길12(서교동","도로명·건물번호 보조 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"36","크레올 바버샵","서울특별시 서대문구 연희로15길 35 (연희동)","37.568987","126.9300868","크레올 바버샵 서울특별시 서대문구 연희로15길 35 (연희동)","크레올 바버샵 서울특별시 서대문구 연희로15길 35 (연희동)","전체 주소 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"37","예가미용실","서울특별시 서초구남부순환로356길55(양재동, (1층))","37.4825416","127.0385798","예가미용실 서울특별시 서초구남부순환로356길55(양재동, (1층))","예가미용실 서울특별시 서초구남부순환로356길55(양재동","도로명·건물번호 보조 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"38","옐로치킨07&바로돈까스","서울특별시 성북구아리랑로19길48(정릉동, (1츧))","37.6025432","127.0107407","옐로치킨07&바로돈까스 서울특별시 성북구아리랑로19길48(정릉동, (1츧))","옐로치킨07&바로돈까스 서울특별시 성북구아리랑로19길48(정릉동","도로명·건물번호 보조 검색","1","","","","False","False","0","","","","","미확인","미확인","상호와 주소가 일치하는 후보가 없습니다","2026-09-06"
"39","더벙커 맨즈헤어 바버샵 목동본점","서울특별시 양천구 오목로 337-10, 2층 205호","37.525195","126.8753456","더벙커 맨즈헤어 바버샵 목동본점 서울특별시 양천구 오목로 337-10, 2층 205호","더벙커 맨즈헤어 바버샵 목동본점 서울특별시 양천구 오목로 337-10","도로명·건물번호 보조 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"40","GTS버거 문래점","서울특별시 영등포구문래로151(문래동3가)","37.5188006","126.8987894","GTS버거 문래점 서울특별시 영등포구문래로151(문래동3가)","GTS버거 문래점 서울특별시 영등포구문래로151(문래동3가)","전체 주소 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"41","다함압구정김밥","서울특별시 영등포구여의대방로197(신길동)","37.5046367","126.9218606","다함압구정김밥 서울특별시 영등포구여의대방로197(신길동)","다함압구정김밥 서울특별시 영등포구여의대방로197(신길동)","전체 주소 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"42","문경밥상","서울특별시 영등포구여의대방로47라길31(신길동)","37.5065074","126.921855","문경밥상 서울특별시 영등포구여의대방로47라길31(신길동)","문경밥상 서울특별시 영등포구여의대방로47라길31(신길동)","전체 주소 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"43","미각식당","서울특별시 영등포구가마산로89길3(신길동, 1층)","37.5047875","126.9214233","미각식당 서울특별시 영등포구가마산로89길3(신길동, 1층)","미각식당 서울특별시 영등포구가마산로89길3(신길동","도로명·건물번호 보조 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"44","마우나커피","서울특별시 영등포구여의대방로43길11- 5(신길동, (1층))","37.505796","126.9214464","마우나커피 서울특별시 영등포구여의대방로43길11- 5(신길동, (1층))","마우나커피 서울특별시 영등포구여의대방로43길11- 5(신길동","도로명·건물번호 보조 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"45","브레드05","서울특별시 영등포구여의대방로43나길4(신길동)","37.5066273","126.9216316","브레드05 서울특별시 영등포구여의대방로43나길4(신길동)","브레드05 서울특별시 영등포구여의대방로43나길4(신길동)","전체 주소 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"46","요거프레소 대방점","서울특별시 영등포구가마산로587(신길동)","37.5044676","126.921579","요거프레소 대방점 서울특별시 영등포구가마산로587(신길동)","요거프레소 대방점 서울특별시 영등포구가마산로587(신길동)","전체 주소 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-06"
"47","카페보니또 영등포1호점","서울특별시 영등포구여의대방로203(신길동)","37.5053854","126.9220173","카페보니또 영등포1호점 서울특별시 영등포구여의대방로203(신길동)","카페보니또 영등포1호점 서울특별시 영등포구여의대방로203(신길동)","전체 주소 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-06"
"48","해군호텔 블랙앤브라운","서울특별시 영등포구가마산로538(신길동, 해군호텔 1층)","37.5029131","126.9154817","해군호텔 블랙앤브라운 서울특별시 영등포구가마산로538(신길동, 해군호텔 1층)","해군호텔 블랙앤브라운 서울특별시 영등포구가마산로538(신길동","도로명·건물번호 보조 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"49","나인트리 프리미어 로카우스 호텔 서울 용산","서울특별시 용산구 한강대로23길 25","37.5276406","126.9643494","나인트리 프리미어 로카우스 호텔 서울 용산 서울특별시 용산구 한강대로23길 25","나인트리 프리미어 로카우스 호텔 서울 용산 서울특별시 용산구 한강대로23길 25","전체 주소 검색","3","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"50","아노브 이태원","서울특별시 용산구이태원로20가길7- 5(이태원동, (1층))","37.5337213","126.9924236","아노브 이태원 서울특별시 용산구이태원로20가길7- 5(이태원동, (1층))","아노브 이태원 서울특별시 용산구이태원로20가길7- 5(이태원동","도로명·건물번호 보조 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"51","피그가든","서울특별시 용산구한강대로270(남영동)","37.5423973","126.9730344","피그가든 서울특별시 용산구한강대로270(남영동)","피그가든 서울특별시 용산구한강대로270(남영동)","전체 주소 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"52","가위소리","서울특별시 은평구진관3로21(진관동, (엘크루상가 126호))","37.6394555","126.9191948","가위소리 서울특별시 은평구진관3로21(진관동, (엘크루상가 126호))","가위소리 서울특별시 은평구진관3로21(진관동","도로명·건물번호 보조 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"53","디얼스 이마트은평점","서울특별시 은평구은평로111(응암동, (이마트 8층 디얼스 미용실))","37.6008422","126.9205287","디얼스 이마트은평점 서울특별시 은평구은평로111(응암동, (이마트 8층 디얼스 미용실))","디얼스 이마트은평점 서울특별시 은평구은평로111(응암동","도로명·건물번호 보조 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"54","수헤어","서울특별시 은평구가좌로12길15(신사동, (은평신사 두산위브 2차 상가))","37.5988251","126.907551","수헤어 서울특별시 은평구가좌로12길15(신사동, (은평신사 두산위브 2차 상가))","수헤어 서울특별시 은평구가좌로12길15(신사동","도로명·건물번호 보조 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"55","어반제이슨헤어 연신내점","서울특별시 은평구통일로885(갈현동)","37.6220073","126.9195416","어반제이슨헤어 연신내점 서울특별시 은평구통일로885(갈현동)","어반제이슨헤어 연신내점 서울특별시 은평구통일로885(갈현동)","전체 주소 검색","1","","","","False","False","0","","","","","미확인","미확인","상호와 주소가 일치하는 후보가 없습니다","2026-09-06"
"56","엘룬헤어","서울특별시 은평구연서로29길7(갈현동, (2층))","37.6186804","126.9194113","엘룬헤어 서울특별시 은평구연서로29길7(갈현동, (2층))","엘룬헤어 서울특별시 은평구연서로29길7(갈현동","도로명·건물번호 보조 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"57","솔찬 장칼국수 구파발본점","서울특별시 은평구북한산로2(진관동, (금호어울림10단지 1028동 1층상가 102호))","37.6422426","126.9162208","솔찬 장칼국수 구파발본점 서울특별시 은평구북한산로2(진관동, (금호어울림10단지 1028동 1층상가 102호))","솔찬 장칼국수 구파발본점 서울특별시 은평구북한산로2(진관동","도로명·건물번호 보조 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"58","인생돈카츠 불광본점","서울특별시 은평구통일로65길12- 10(대조동, (1층))","37.6097509","126.9295974","인생돈카츠 불광본점 서울특별시 은평구통일로65길12- 10(대조동, (1층))","인생돈카츠 불광본점 서울특별시 은평구통일로65길12- 10(대조동","도로명·건물번호 보조 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"59","명동케이갈비","서울특별시 중구명동3길52, 3층 (명동1가)","37.56395925","126.9833538","명동케이갈비 서울특별시 중구명동3길52, 3층 (명동1가)","명동케이갈비 서울특별시 중구명동3길52","도로명·건물번호 보조 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-06"
"60","횃불식당","경기도 가평군가평읍용추로171번길16(가평읍승안리, 횃불식당)","37.842706","127.4879474","횃불식당 경기도 가평군가평읍용추로171번길16(가평읍승안리, 횃불식당)","횃불식당 경기도 가평군가평읍용추로171번길16(가평읍승안리, 횃불식당)","전체 주소 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"61","플로레카페","경기도 가평군청평면에덴벚꽃길39- 1(청평면상천리)","37.7404063","127.4241436","플로레카페 경기도 가평군청평면에덴벚꽃길39- 1(청평면상천리)","플로레카페 경기도 가평군청평면에덴벚꽃길39- 1(청평면상천리)","전체 주소 검색","1","","","","False","False","0","","","","","미확인","미확인","상호와 주소가 일치하는 후보가 없습니다","2026-09-06"
"62","송화","경기도 고양시 덕양구수역이길25(성사동)","37.6638412","126.8503272","송화 경기도 고양시 덕양구수역이길25(성사동)","송화 경기도 고양시 덕양구수역이길25(성사동)","전체 주소 검색","1","<b>송화</b>","경기도 고양시 덕양구 수역이길 25 (성사동)","경기도 고양시 덕양구 성사동 579-1","True","True","1","37.6638785","126.8503","네이버 지도","https://map.naver.com/p/search/%EC%86%A1%ED%99%94%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EA%B3%A0%EC%96%91%EC%8B%9C%20%EB%8D%95%EC%96%91%EA%B5%AC%EC%88%98%EC%97%AD%EC%9D%B4%EA%B8%B825%28%EC%84%B1%EC%82%AC%EB%8F%99%29","확인 완료","확인 후보","단일 상호·주소 일치 후보","2026-09-06"
"63","달려라행복이 달행이네 과일&음료","경기도 고양시 덕양구토당로104번길22- 191층 (토당동)","37.751116","127.0381594","달려라행복이 달행이네 과일&음료 경기도 고양시 덕양구토당로104번길22- 191층 (토당동)","달려라행복이 달행이네 과일&음료 경기도 고양시 덕양구토당로104번길22- 191층 (토당동)","전체 주소 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-06"
