"정본CSV행번호","감사정본행번호","업소명","소재지도로명주소","소재지지번주소","현재위도","현재경도","현재좌표검증상태","감사제안위도","감사제안경도","POI상호","POI도로명주소","POI지번주소","좌표출처","좌표출처URL","권장좌표검증상태","감사판정","검토결정","정본반영여부","검토메모"
"174","174","으뜸코다리냉면","경기도 동두천시 생연로170-2, 1층(생연동)","","37.9076616","127.0526978","확인 완료","","","","","","","https://map.naver.com/p/search/%EC%9C%BC%EB%9C%B8%EC%BD%94%EB%8B%A4%EB%A6%AC%EB%83%89%EB%A9%B4%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%83%9D%EC%97%B0%EB%A1%9C170-2%2C%201%EC%B8%B5%28%EC%83%9D%EC%97%B0%EB%8F%99%29","미확인","보류","보류","아니오","2026-09-10 업소명 + 정본 주소로 네이버 지도에서 직접 특정 가능한 POI를 확인하지 못해 좌표 미반영 보류"
"176","176","장단콩터","경기도 동두천시 생연로119-1, 1층(생연동)","","37.9033102","127.0509794","확인 완료","","","","","","","https://map.naver.com/p/search/%EC%9E%A5%EB%8B%A8%EC%BD%A9%ED%84%B0%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%83%9D%EC%97%B0%EB%A1%9C119-1%2C%201%EC%B8%B5%28%EC%83%9D%EC%97%B0%EB%8F%99%29","미확인","보류","보류","아니오","2026-09-10 업소명 + 정본 주소로 네이버 지도에서 직접 특정 가능한 POI를 확인하지 못해 좌표 미반영 보류"
"142","142","차희에스 머리사랑","경기도 동두천시 행선로98(생연동)","","37.8968706","127.0626416","확인 완료","37.8969014","127.0623836","차희에스머리사랑","경기 동두천시 행선로 98","","네이버 지도","https://map.naver.com/p/search/%EC%B0%A8%ED%9D%AC%EC%97%90%EC%8A%A4%20%EB%A8%B8%EB%A6%AC%EC%82%AC%EB%9E%91%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%ED%96%89%EC%84%A0%EB%A1%9C98%28%EC%83%9D%EC%97%B0%EB%8F%99%29","확인 완료","확인 후보","승인 후보","아니오","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음"
"178","178","처가집(부대찌개)","경기도 동두천시 어수로91-3(생연동)","","37.9027419","127.0527489","확인 완료","37.9027207","127.0527484","처가집 부대찌개","경기 동두천시 어수로 91-3","","네이버 지도","https://map.naver.com/p/search/%EC%B2%98%EA%B0%80%EC%A7%91%28%EB%B6%80%EB%8C%80%EC%B0%8C%EA%B0%9C%29%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%96%B4%EC%88%98%EB%A1%9C91-3%28%EC%83%9D%EC%97%B0%EB%8F%99%29","확인 완료","확인 후보","승인 후보","아니오","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음"
"181","181","통큰부대찌개","경기도 동두천시 생연로39-60(지행동)","","37.8964189","127.0479792","확인 완료","37.8964266","127.0479946","통큰부대찌개","경기 동두천시 생연로 39-60","","네이버 지도","https://map.naver.com/p/search/%ED%86%B5%ED%81%B0%EB%B6%80%EB%8C%80%EC%B0%8C%EA%B0%9C%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%83%9D%EC%97%B0%EB%A1%9C39-60%28%EC%A7%80%ED%96%89%EB%8F%99%29","확인 완료","확인 후보","승인 후보","아니오","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음"
"182","182","특허받은 마늘콩짜장","경기도 동두천시 평화로 2351(생연동)","","37.8977819","127.05757","확인 완료","37.8977411","127.0575751","특허받은마늘콩짜장","경기 동두천시 평화로 2351 특허받은마늘콩짜장","","네이버 지도","https://map.naver.com/p/search/%ED%8A%B9%ED%97%88%EB%B0%9B%EC%9D%80%20%EB%A7%88%EB%8A%98%EC%BD%A9%EC%A7%9C%EC%9E%A5%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%ED%8F%89%ED%99%94%EB%A1%9C%202351%28%EC%83%9D%EC%97%B0%EB%8F%99%29","확인 완료","확인 후보","승인 후보","아니오","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음"
"148","148","헤어바이 미정","경기도 동두천시 중앙로265번길 8(생연동)","","37.9053073","127.0534308","확인 완료","37.9052945","127.0532107","헤어바이미정","경기 동두천시 중앙로265번길 8 헤어바이미정","","네이버 지도","https://map.naver.com/p/search/%ED%97%A4%EC%96%B4%EB%B0%94%EC%9D%B4%20%EB%AF%B8%EC%A0%95%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C265%EB%B2%88%EA%B8%B8%208%28%EC%83%9D%EC%97%B0%EB%8F%99%29","확인 완료","확인 후보","승인 후보","아니오","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음"
"186","186","황주생고기","경기도 동두천시 생연로142(생연동)","","37.9050798","127.0519517","확인 완료","37.9050798","127.0519517","황주생고기","경기 동두천시 생연로 142","","네이버 지도","https://map.naver.com/p/search/%ED%99%A9%EC%A3%BC%EC%83%9D%EA%B3%A0%EA%B8%B0%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%EC%83%9D%EC%97%B0%EB%A1%9C142%28%EC%83%9D%EC%97%B0%EB%8F%99%29","확인 완료","확인 후보","승인 후보","아니오","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음"
"340","340","고봉막국수","경기도 양주시 장흥면 권율로 88, 상가동 1층","","37.7227921","126.9477588","확인 완료","","","","","","","https://map.naver.com/p/search/%EA%B3%A0%EB%B4%89%EB%A7%89%EA%B5%AD%EC%88%98%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EC%9E%A5%ED%9D%A5%EB%A9%B4%20%EA%B6%8C%EC%9C%A8%EB%A1%9C%2088%2C%20%EC%83%81%EA%B0%80%EB%8F%99%201%EC%B8%B5","미확인","보류","보류","아니오","2026-09-10 업소명 + 정본 주소로 네이버 지도에서 직접 특정 가능한 POI를 확인하지 못해 좌표 미반영 보류"
"342","342","김밥나라","경기도 양주시 평화로 1426","","37.8181225","127.0462927","확인 완료","37.8179201","127.0462536","김밥나라","경기 양주시 평화로 1426 영토빌딩1층 김밥나라","","네이버 지도","https://map.naver.com/p/search/%EA%B9%80%EB%B0%A5%EB%82%98%EB%9D%BC%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%ED%8F%89%ED%99%94%EB%A1%9C%201426","확인 완료","확인 후보","승인 후보","아니오","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음"
"345","345","덕정갈비","경기도 양주시 덕정길 58","","37.843655","127.0655121","확인 완료","37.8436584","127.065515","덕정갈비","경기 양주시 덕정길 58 덕정갈비","","네이버 지도","https://map.naver.com/p/search/%EB%8D%95%EC%A0%95%EA%B0%88%EB%B9%84%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EB%8D%95%EC%A0%95%EA%B8%B8%2058","확인 완료","확인 후보","승인 후보","아니오","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음"
"356","356","술들다","경기도 양주시 덕정4길 11","","37.8435889","127.0636388","확인 완료","37.8436203","127.0635717","술들다","경기 양주시 덕정4길 11 1층","","네이버 지도","https://map.naver.com/p/search/%EC%88%A0%EB%93%A4%EB%8B%A4%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EB%8D%95%EC%A0%954%EA%B8%B8%2011","확인 완료","확인 후보","승인 후보","아니오","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음"
"357","357","안다미로 샤브샤브","경기도 양주시 엄상동길 22-26","","37.830281","127.0672537","확인 완료","37.8302654","127.0672702","안다미로 샤브샤브","경기 양주시 엄상동길 22-26 1층","","네이버 지도","https://map.naver.com/p/search/%EC%95%88%EB%8B%A4%EB%AF%B8%EB%A1%9C%20%EC%83%A4%EB%B8%8C%EC%83%A4%EB%B8%8C%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EC%97%84%EC%83%81%EB%8F%99%EA%B8%B8%2022-26","확인 완료","확인 후보","승인 후보","아니오","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음"
"359","359","여울마당","경기도 양주시 장흥면 유원지로 318","","37.7078644","126.9535471","확인 완료","37.7078719","126.9535576","여울마당","경기 양주시 장흥면 유원지로 318 여울마당","","네이버 지도","https://map.naver.com/p/search/%EC%97%AC%EC%9A%B8%EB%A7%88%EB%8B%B9%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EC%9E%A5%ED%9D%A5%EB%A9%B4%20%EC%9C%A0%EC%9B%90%EC%A7%80%EB%A1%9C%20318","확인 완료","확인 후보","승인 후보","아니오","2026-09-10 네이버 지도 상세 POI에서 상호·도로명 건물번호와 좌표를 확인함; 이번 단계에서는 canonical 및 Android seed에 반영하지 않음"
