"정본CSV행번호","업소명","시도","시군구","소재지도로명주소","소재지지번주소","혜택검토보고서","혜택검토판정","좌표감사판정","좌표감사사유","권장좌표검증상태","최초POI조회어","POI조회어","POI조회방식","POI상호","POI도로명주소","POI지번주소","감사제안위도","감사제안경도","좌표출처URL","우선순위","검토작업","검토결정","정본반영여부","검토메모"
"120","김희정헤어샵","경기도","동두천시","경기도 동두천시 지행로65, 2층(지행동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","김희정헤어샵 경기도 동두천시 지행로65, 2층(지행동)","김희정헤어샵 경기도 동두천시 지행로65","도로명·건물번호 보조 검색","<b>김희정헤어샵</b>","경기도 동두천시 지행로 65 동현프라자 202호","경기도 동두천시 지행동 695-3 동현프라자 202호","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"159","넓은공간","경기도","동두천시","경기도 동두천시 평화로2910번길 82(상봉암동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","넓은공간 경기도 동두천시 평화로2910번길 82(상봉암동)","넓은공간 경기도 동두천시 평화로2910번길 82(상봉암동)","전체 주소 검색","<b>넓은공간</b>","경기도 동두천시 평화로2910번길 82","경기도 동두천시 상봉암동 8-4","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"160","다복식당","경기도","동두천시","경기도 동두천시 생연로177(생연동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","다복식당 경기도 동두천시 생연로177(생연동)","다복식당 경기도 동두천시 생연로177(생연동)","전체 주소 검색","<b>다복식당</b>","경기도 동두천시 생연로 177","경기도 동두천시 생연동 586-4","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"163","대호숯불갈비","경기도","동두천시","경기도 동두천시 중앙로265번길 19(생연동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","대호숯불갈비 경기도 동두천시 중앙로265번길 19(생연동)","대호숯불갈비 경기도 동두천시 중앙로265번길 19(생연동)","전체 주소 검색","<b>대호숯불갈비</b>","경기도 동두천시 중앙로265번길 19 대호숯불갈비","경기도 동두천시 생연동 659-32 대호숯불갈비","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"164","동태한그릇","경기도","동두천시","경기도 동두천시 생연로155(생연동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","동태한그릇 경기도 동두천시 생연로155(생연동)","동태한그릇 경기도 동두천시 생연로155(생연동)","전체 주소 검색","<b>동태한그릇</b>","경기도 동두천시 생연로 155","경기도 동두천시 생연동 825-38","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"187","롯데리아 동두천점","경기도","동두천시","경기도 동두천시 중앙로270(생연동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","롯데리아 동두천점 경기도 동두천시 중앙로270(생연동)","롯데리아 동두천점 경기도 동두천시 중앙로270(생연동)","전체 주소 검색","<b>롯데리아 동두천점</b>","경기도 동두천시 중앙로 270","경기도 동두천시 생연동 595-1","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"123","리안헤어 동두천지행역점","경기도","동두천시","경기도 동두천시 지행로56, 205호(지행동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","리안헤어 동두천지행역점 경기도 동두천시 지행로56, 205호(지행동)","리안헤어 동두천지행역점 경기도 동두천시 지행로56","도로명·건물번호 보조 검색","<b>리안헤어 동두천지행역점</b>","경기도 동두천시 지행로 56 스타월드빌딩 205호","경기도 동두천시 지행동 718-4 스타월드빌딩 205호","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"124","마샹스헤어살롱","경기도","동두천시","경기도 동두천시 중앙로134-20, 202호(지행동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","마샹스헤어살롱 경기도 동두천시 중앙로134-20, 202호(지행동)","마샹스헤어살롱 경기도 동두천시 중앙로134-20","도로명·건물번호 보조 검색","<b>마샹스헤어살롱</b>","경기도 동두천시 중앙로 134-20 2층 202호 마샹스헤어살롱","경기도 동두천시 지행동 694-5 2층 202호 마샹스헤어살롱","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"125","박미라 헤어스토리","경기도","동두천시","경기도 동두천시 평화로2452-1(생연동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","박미라 헤어스토리 경기도 동두천시 평화로2452-1(생연동)","박미라 헤어스토리 경기도 동두천시 평화로2452-1(생연동)","전체 주소 검색","<b>박미라헤어스토리</b>","경기도 동두천시 평화로 2452-1","경기도 동두천시 생연동 480-27","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"126","보배헤어샵","경기도","동두천시","경기도 동두천시 중앙로286번길 21-3(생연동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","보배헤어샵 경기도 동두천시 중앙로286번길 21-3(생연동)","보배헤어샵 경기도 동두천시 중앙로286번길 21-3(생연동)","전체 주소 검색","<b>보배헤어샵</b>","경기도 동두천시 중앙로286번길 21-3","경기도 동두천시 생연동 613-108","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"127","삐삐머리방","경기도","동두천시","경기도 동두천시 평화로2530번길 35(보산동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","삐삐머리방 경기도 동두천시 평화로2530번길 35(보산동)","삐삐머리방 경기도 동두천시 평화로2530번길 35(보산동)","전체 주소 검색","<b>삐삐머리방</b>","경기도 동두천시 평화로2530번길 35","경기도 동두천시 보산동 407-4","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"131","신지미헤어라인","경기도","동두천시","경기도 동두천시 광암로33번길 13-10(광암동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","신지미헤어라인 경기도 동두천시 광암로33번길 13-10(광암동)","신지미헤어라인 경기도 동두천시 광암로33번길 13-10(광암동)","전체 주소 검색","<b>신지미헤어라인</b>","경기도 동두천시 광암로33번길 13-10","경기도 동두천시 광암동 494-61","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"170","요리하는경더기","경기도","동두천시","경기도 동두천시 중앙로134-20, 3층(지행동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","요리하는경더기 경기도 동두천시 중앙로134-20, 3층(지행동)","요리하는경더기 경기도 동두천시 중앙로134-20","도로명·건물번호 보조 검색","<b>요리하는경더기</b>","경기도 동두천시 중앙로 134-20 3층 302호","경기도 동두천시 지행동 694-5 3층 302호","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"174","으뜸코다리냉면","경기도","동두천시","경기도 동두천시 생연로170-2, 1층(생연동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","으뜸코다리냉면 경기도 동두천시 생연로170-2, 1층(생연동)","으뜸코다리냉면 경기도 동두천시 생연로170-2","도로명·건물번호 보조 검색","<b>으뜸코다리냉면</b>","경기도 동두천시 생연로 170-2 (생연동,1층)","경기도 동두천시 생연동 586-38 1층","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"176","장단콩터","경기도","동두천시","경기도 동두천시 생연로119-1, 1층(생연동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","장단콩터 경기도 동두천시 생연로119-1, 1층(생연동)","장단콩터 경기도 동두천시 생연로119-1","도로명·건물번호 보조 검색","<b>장단콩터</b>","경기도 동두천시 생연로 119-1 1층","경기도 동두천시 생연동 820-7 1층","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"142","차희에스 머리사랑","경기도","동두천시","경기도 동두천시 행선로98(생연동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","차희에스 머리사랑 경기도 동두천시 행선로98(생연동)","차희에스 머리사랑 경기도 동두천시 행선로98(생연동)","전체 주소 검색","<b>차희에스머리사랑</b>","경기도 동두천시 행선로 98","경기도 동두천시 생연동 342-4","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"178","처가집(부대찌개)","경기도","동두천시","경기도 동두천시 어수로91-3(생연동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","처가집(부대찌개) 경기도 동두천시 어수로91-3(생연동)","처가집(부대찌개) 경기도 동두천시 어수로91-3(생연동)","전체 주소 검색","<b>처가집</b> <b>부대찌개</b>","경기도 동두천시 어수로 91-3","경기도 동두천시 생연동 690-25","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"181","통큰부대찌개","경기도","동두천시","경기도 동두천시 생연로39-60(지행동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","통큰부대찌개 경기도 동두천시 생연로39-60(지행동)","통큰부대찌개 경기도 동두천시 생연로39-60(지행동)","전체 주소 검색","<b>통큰부대찌개</b>","경기도 동두천시 생연로 39-60","경기도 동두천시 지행동 669-9","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"182","특허받은 마늘콩짜장","경기도","동두천시","경기도 동두천시 평화로 2351(생연동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","특허받은 마늘콩짜장 경기도 동두천시 평화로 2351(생연동)","특허받은 마늘콩짜장 경기도 동두천시 평화로 2351(생연동)","전체 주소 검색","<b>특허받은마늘콩짜장</b>","경기도 동두천시 평화로 2351 특허받은마늘콩짜장","경기도 동두천시 생연동 743-9 특허받은마늘콩짜장","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"148","헤어바이 미정","경기도","동두천시","경기도 동두천시 중앙로265번길 8(생연동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","헤어바이 미정 경기도 동두천시 중앙로265번길 8(생연동)","헤어바이 미정 경기도 동두천시 중앙로265번길 8(생연동)","전체 주소 검색","<b>헤어바이미정</b>","경기도 동두천시 중앙로265번길 8 헤어바이미정","경기도 동두천시 생연동 592-3 헤어바이미정","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"186","황주생고기","경기도","동두천시","경기도 동두천시 생연로142(생연동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","황주생고기 경기도 동두천시 생연로142(생연동)","황주생고기 경기도 동두천시 생연로142(생연동)","전체 주소 검색","<b>황주생고기</b>","경기도 동두천시 생연로 142","경기도 동두천시 생연동 823-19","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"340","고봉막국수","경기도","양주시","경기도 양주시 장흥면 권율로 88, 상가동 1층","","yangju-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","고봉막국수 경기도 양주시 장흥면 권율로 88, 상가동 1층","고봉막국수 경기도 양주시 장흥면 권율로 88","도로명·건물번호 보조 검색","<b>고봉막국수</b>","경기도 양주시 장흥면 권율로 88 105동 107호","경기도 양주시 장흥면 일영리 41-4 105동 107호","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"342","김밥나라","경기도","양주시","경기도 양주시 평화로 1426","","yangju-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","김밥나라 경기도 양주시 평화로 1426","김밥나라 경기도 양주시 평화로 1426","전체 주소 검색","<b>김밥나라</b>","경기도 양주시 평화로 1426 영토빌딩1층 김밥나라","경기도 양주시 덕계동 420-9 영토빌딩1층 김밥나라","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"345","덕정갈비","경기도","양주시","경기도 양주시 덕정길 58","","yangju-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","덕정갈비 경기도 양주시 덕정길 58","덕정갈비 경기도 양주시 덕정길 58","전체 주소 검색","<b>덕정갈비</b>","경기도 양주시 덕정길 58 덕정갈비","경기도 양주시 덕정동 136-6 덕정갈비","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"356","술들다","경기도","양주시","경기도 양주시 덕정4길 11","","yangju-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","술들다 경기도 양주시 덕정4길 11","술들다 경기도 양주시 덕정4길 11","전체 주소 검색","<b>술들다</b>","경기도 양주시 덕정4길 11 1층","경기도 양주시 덕정동 133-37 1층","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"357","안다미로 샤브샤브","경기도","양주시","경기도 양주시 엄상동길 22-26","","yangju-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","안다미로 샤브샤브 경기도 양주시 엄상동길 22-26","안다미로 샤브샤브 경기도 양주시 엄상동길 22-26","전체 주소 검색","<b>안다미로 샤브샤브</b>","경기도 양주시 엄상동길 22-26 1층","경기도 양주시 고암동 156-6 1층","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"359","여울마당","경기도","양주시","경기도 양주시 장흥면 유원지로 318","","yangju-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","재확인 필요","여울마당 경기도 양주시 장흥면 유원지로 318","여울마당 경기도 양주시 장흥면 유원지로 318","전체 주소 검색","<b>여울마당</b>","경기도 양주시 장흥면 유원지로 318 여울마당","경기도 양주시 장흥면 삼상리 10-30 여울마당","","","","P2","동일 상호·주소 후보를 지도에서 분기·지점까지 재확인","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"154","거북이삼겹살","경기도","동두천시","경기도 동두천시 생연로175, 1층(생연동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","거북이삼겹살 경기도 동두천시 생연로175, 1층(생연동)","거북이삼겹살 경기도 동두천시 생연로175","도로명·건물번호 보조 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"155","고기싸롱","경기도","동두천시","경기도 동두천시 평화로2313번길 7-26(지행동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","고기싸롱 경기도 동두천시 평화로2313번길 7-26(지행동)","고기싸롱 경기도 동두천시 평화로2313번길 7-26(지행동)","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"156","고봉민김밥 지행역점","경기도","동두천시","경기도 동두천시 중앙로126, 107호(지행동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","고봉민김밥 지행역점 경기도 동두천시 중앙로126, 107호(지행동)","고봉민김밥 지행역점 경기도 동두천시 중앙로126","도로명·건물번호 보조 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
