"정본행번호","업소명","입력주소","기존위도","기존경도","최초POI조회어","POI조회어","POI조회방식","POI후보수","POI상호","POI도로명주소","POI지번주소","POI상호일치","POI주소일치","APIHUB좌표후보수","제안위도","제안경도","좌표출처","좌표출처URL","권장좌표검증상태","판정","검토사유","확인일"
"332","카페카린","경기도 안양시 동안구관악대로2721층 (비산동)","37.401933","126.952945","카페카린 경기도 안양시 동안구관악대로2721층 (비산동)","카페카린 경기도 안양시 동안구관악대로2721층 (비산동)","전체 주소 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-06"
"333","켄커피","경기도 안양시 만안구안양로110105호1층 (안양동)","37.384845","126.93379","켄커피 경기도 안양시 만안구안양로110105호1층 (안양동)","켄커피 경기도 안양시 만안구안양로110105호1층 (안양동)","전체 주소 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-06"
"334","켄커피(본점)","경기도 안양시 만안구예술공원로164- 1(안양동)","37.419135","126.92415","켄커피(본점) 경기도 안양시 만안구예술공원로164- 1(안양동)","켄커피(본점) 경기도 안양시 만안구예술공원로164- 1(안양동)","전체 주소 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-06"
"335","콩고커피","경기도 안양시 동안구관평로182- 171층 (관양동)","37.393684","126.961201","콩고커피 경기도 안양시 동안구관평로182- 171층 (관양동)","콩고커피 경기도 안양시 동안구관평로182- 171층 (관양동)","전체 주소 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-06"
"336","페이보릿커피","경기도 안양시 만안구안양천서로177상가1동36호2층 (안양동)","37.394825","126.932403","페이보릿커피 경기도 안양시 만안구안양천서로177상가1동36호2층 (안양동)","페이보릿커피 경기도 안양시 만안구안양천서로177상가1동36호2층 (안양동)","전체 주소 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-06"
"337","가마골 백숙","경기도 양주시 장흥면 북한산로 1028","37.7135996","126.9713192","가마골 백숙 경기도 양주시 장흥면 북한산로 1028","가마골 백숙 경기도 양주시 장흥면 북한산로 1028","전체 주소 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-06"
"338","거석골","경기도 양주시 백석읍 기산로 503","37.7776188","126.9453191","거석골 경기도 양주시 백석읍 기산로 503","거석골 경기도 양주시 백석읍 기산로 503","전체 주소 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-06"
"339","거시기닭갈비","경기도 양주시 엄상동길 22-25","37.8302412","127.067514","거시기닭갈비 경기도 양주시 엄상동길 22-25","거시기닭갈비 경기도 양주시 엄상동길 22-25","전체 주소 검색","1","","","","False","False","0","","","","","미확인","미확인","상호와 주소가 일치하는 후보가 없습니다","2026-09-06"
"340","고봉막국수","경기도 양주시 장흥면 권율로 88, 상가동 1층","37.7227921","126.9477588","고봉막국수 경기도 양주시 장흥면 권율로 88, 상가동 1층","고봉막국수 경기도 양주시 장흥면 권율로 88","도로명·건물번호 보조 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"341","구들장생고기","경기도 양주시 엄상동길 66","37.8313947","127.0697859","구들장생고기 경기도 양주시 엄상동길 66","구들장생고기 경기도 양주시 엄상동길 66","전체 주소 검색","1","<b>구들장생고기</b>","경기도 양주시 엄상동길 66","경기도 양주시 고암동 148","True","True","1","37.8314259","127.069763","네이버 지도","https://map.naver.com/p/search/%EA%B5%AC%EB%93%A4%EC%9E%A5%EC%83%9D%EA%B3%A0%EA%B8%B0%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EC%97%84%EC%83%81%EB%8F%99%EA%B8%B8%2066","확인 완료","확인 후보","단일 상호·주소 일치 후보","2026-09-06"
"342","김밥나라","경기도 양주시 평화로 1426","37.8181225","127.0462927","김밥나라 경기도 양주시 평화로 1426","김밥나라 경기도 양주시 평화로 1426","전체 주소 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"343","김삿갓토종순대국","경기도 양주시 평화로 1556","37.8280838","127.0537226","김삿갓토종순대국 경기도 양주시 평화로 1556","김삿갓토종순대국 경기도 양주시 평화로 1556","전체 주소 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-06"
"344","다찜(고암점)","경기도 양주시 고암길 32","37.8316672","127.0678148","다찜(고암점) 경기도 양주시 고암길 32","다찜(고암점) 경기도 양주시 고암길 32","전체 주소 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-06"
"345","덕정갈비","경기도 양주시 덕정길 58","37.843655","127.0655121","덕정갈비 경기도 양주시 덕정길 58","덕정갈비 경기도 양주시 덕정길 58","전체 주소 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"346","두끼떡볶이(양주고읍점)","경기도 양주시 고읍남로 36, 2층","37.7936572","127.0780449","두끼떡볶이(양주고읍점) 경기도 양주시 고읍남로 36, 2층","두끼떡볶이(양주고읍점) 경기도 양주시 고읍남로 36","도로명·건물번호 보조 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-06"
"347","둘째마당바위","경기도 양주시 장흥면 권율로309번길 149","37.7444688","126.950999","둘째마당바위 경기도 양주시 장흥면 권율로309번길 149","둘째마당바위 경기도 양주시 장흥면 권율로309번길 149","전체 주소 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-06"
"348","등촌샤브칼국수","경기도 양주시 송랑로 64, 1층","37.790817","127.0884851","등촌샤브칼국수 경기도 양주시 송랑로 64, 1층","등촌샤브칼국수 경기도 양주시 송랑로 64","도로명·건물번호 보조 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-06"
"349","등촌칼국수","경기도 양주시 백석읍 고릉말로150번길 28 (1층)","37.7958921","126.990685","등촌칼국수 경기도 양주시 백석읍 고릉말로150번길 28 (1층)","등촌칼국수 경기도 양주시 백석읍 고릉말로150번길 28 (1층)","전체 주소 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-06"
"350","만두와김밥마을","경기도 양주시 부흥로 2122","37.8060821","127.0900078","만두와김밥마을 경기도 양주시 부흥로 2122","만두와김밥마을 경기도 양주시 부흥로 2122","전체 주소 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-06"
"351","만수장","경기도 양주시 평화로 1552-1","37.8277181","127.0536242","만수장 경기도 양주시 평화로 1552-1","만수장 경기도 양주시 평화로 1552-1","전체 주소 검색","1","<b>만수장</b>","경기도 양주시 평화로 1552-1","경기도 양주시 회정동 870-1","True","True","1","37.8276625","127.0536576","네이버 지도","https://map.naver.com/p/search/%EB%A7%8C%EC%88%98%EC%9E%A5%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%ED%8F%89%ED%99%94%EB%A1%9C%201552-1","확인 완료","확인 후보","단일 상호·주소 일치 후보","2026-09-06"
"352","본도시락 덕정점","경기도 양주시 독바위로 9","37.840385","127.0629577","본도시락 덕정점 경기도 양주시 독바위로 9","본도시락 덕정점 경기도 양주시 독바위로 9","전체 주소 검색","1","","","","False","False","0","","","","","미확인","미확인","상호와 주소가 일치하는 후보가 없습니다","2026-09-06"
"353","산하식당","경기도 양주시 백석읍 기산로 410","37.7758038","126.9356199","산하식당 경기도 양주시 백석읍 기산로 410","산하식당 경기도 양주시 백석읍 기산로 410","전체 주소 검색","1","","","","False","False","0","","","","","미확인","미확인","상호와 주소가 일치하는 후보가 없습니다","2026-09-06"
"354","삼호산장","경기도 양주시 백석읍 기산로 435","37.7773456","126.9380381","삼호산장 경기도 양주시 백석읍 기산로 435","삼호산장 경기도 양주시 백석읍 기산로 435","전체 주소 검색","1","","","","False","False","0","","","","","미확인","미확인","상호와 주소가 일치하는 후보가 없습니다","2026-09-06"
"355","소문난쭈꾸미생삼겹","경기도 양주시 엄상동길 50-16","37.8307191","127.0687798","소문난쭈꾸미생삼겹 경기도 양주시 엄상동길 50-16","소문난쭈꾸미생삼겹 경기도 양주시 엄상동길 50-16","전체 주소 검색","1","<b>소문난쭈꾸미생삼겹</b>","경기도 양주시 엄상동길 50-16","경기도 양주시 고암동 160-1","True","True","1","37.8307466","127.0687841","네이버 지도","https://map.naver.com/p/search/%EC%86%8C%EB%AC%B8%EB%82%9C%EC%AD%88%EA%BE%B8%EB%AF%B8%EC%83%9D%EC%82%BC%EA%B2%B9%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EC%97%84%EC%83%81%EB%8F%99%EA%B8%B8%2050-16","확인 완료","확인 후보","단일 상호·주소 일치 후보","2026-09-06"
"356","술들다","경기도 양주시 덕정4길 11","37.8435889","127.0636388","술들다 경기도 양주시 덕정4길 11","술들다 경기도 양주시 덕정4길 11","전체 주소 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"357","안다미로 샤브샤브","경기도 양주시 엄상동길 22-26","37.830281","127.0672537","안다미로 샤브샤브 경기도 양주시 엄상동길 22-26","안다미로 샤브샤브 경기도 양주시 엄상동길 22-26","전체 주소 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"358","야한소갈비살","경기도 양주시 엄상동길 30-3","37.8312313","127.0678814","야한소갈비살 경기도 양주시 엄상동길 30-3","야한소갈비살 경기도 양주시 엄상동길 30-3","전체 주소 검색","1","","","","False","False","0","","","","","미확인","미확인","상호와 주소가 일치하는 후보가 없습니다","2026-09-06"
"359","여울마당","경기도 양주시 장흥면 유원지로 318","37.7078644","126.9535471","여울마당 경기도 양주시 장흥면 유원지로 318","여울마당 경기도 양주시 장흥면 유원지로 318","전체 주소 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"360","이시돌선생의 약선도가","경기도 양주시 장흥면 권율로 88","37.7227921","126.9477588","이시돌선생의 약선도가 경기도 양주시 장흥면 권율로 88","이시돌선생의 약선도가 경기도 양주시 장흥면 권율로 88","전체 주소 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-06"
"361","장어천국","경기도 양주시 어하고개로 1, (1층일부, 2층일부)","37.8089217","127.0975599","장어천국 경기도 양주시 어하고개로 1, (1층일부, 2층일부)","장어천국 경기도 양주시 어하고개로 1","도로명·건물번호 보조 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"362","장흥숯불갈비","경기도 양주시 화합로1361번길 32","37.8436638","127.064042","장흥숯불갈비 경기도 양주시 화합로1361번길 32","장흥숯불갈비 경기도 양주시 화합로1361번길 32","전체 주소 검색","1","<b>장흥숯불갈비</b>","경기도 양주시 화합로1361번길 32","경기도 양주시 덕정동 132-17","True","True","1","37.8436292","127.0640493","네이버 지도","https://map.naver.com/p/search/%EC%9E%A5%ED%9D%A5%EC%88%AF%EB%B6%88%EA%B0%88%EB%B9%84%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%ED%99%94%ED%95%A9%EB%A1%9C1361%EB%B2%88%EA%B8%B8%2032","확인 완료","확인 후보","단일 상호·주소 일치 후보","2026-09-06"
"363","정주산장","경기도 양주시 장흥면 호국로550번길 102-127","37.7128362","126.9823694","정주산장 경기도 양주시 장흥면 호국로550번길 102-127","정주산장 경기도 양주시 장흥면 호국로550번길 102-127","전체 주소 검색","1","<b>정주산장</b>","경기도 양주시 장흥면 호국로550번길 102-127","경기도 양주시 장흥면 울대리 541-1","True","True","1","37.7128723","126.9823311","네이버 지도","https://map.naver.com/p/search/%EC%A0%95%EC%A3%BC%EC%82%B0%EC%9E%A5%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EC%9E%A5%ED%9D%A5%EB%A9%B4%20%ED%98%B8%EA%B5%AD%EB%A1%9C550%EB%B2%88%EA%B8%B8%20102-127","확인 완료","확인 후보","단일 상호·주소 일치 후보","2026-09-06"
"364","쪽삼","경기도 양주시 어하고개로 56, 1층","37.8115125","127.1026878","쪽삼 경기도 양주시 어하고개로 56, 1층","쪽삼 경기도 양주시 어하고개로 56","도로명·건물번호 보조 검색","1","","","","False","False","0","","","","","미확인","미확인","상호와 주소가 일치하는 후보가 없습니다","2026-09-06"
"365","초가마을","경기도 양주시 장흥면 권율로309번길 159","37.7447145","126.9510724","초가마을 경기도 양주시 장흥면 권율로309번길 159","초가마을 경기도 양주시 장흥면 권율로309번길 159","전체 주소 검색","1","<b>초가마을</b>","경기도 양주시 장흥면 권율로309번길 159","경기도 양주시 장흥면 석현리 328","True","True","1","37.7446708","126.9510398","네이버 지도","https://map.naver.com/p/search/%EC%B4%88%EA%B0%80%EB%A7%88%EC%9D%84%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EC%9E%A5%ED%9D%A5%EB%A9%B4%20%EA%B6%8C%EC%9C%A8%EB%A1%9C309%EB%B2%88%EA%B8%B8%20159","확인 완료","확인 후보","단일 상호·주소 일치 후보","2026-09-06"
"366","최가네양구펀치볼시래기","경기도 양주시 백석읍 호명로 51","37.7887902","126.9928809","최가네양구펀치볼시래기 경기도 양주시 백석읍 호명로 51","최가네양구펀치볼시래기 경기도 양주시 백석읍 호명로 51","전체 주소 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-06"
"367","페트라숯불구이","경기도 양주시 장흥면 일영로 601-100","37.6967764","126.9236196","페트라숯불구이 경기도 양주시 장흥면 일영로 601-100","페트라숯불구이 경기도 양주시 장흥면 일영로 601-100","전체 주소 검색","1","","","","False","False","0","","","","","미확인","미확인","상호와 주소가 일치하는 후보가 없습니다","2026-09-06"
"368","행복한사람들","경기도 양주시 백석읍 권율로 852","37.7749653","126.9611821","행복한사람들 경기도 양주시 백석읍 권율로 852","행복한사람들 경기도 양주시 백석읍 권율로 852","전체 주소 검색","1","<b>행복한사람들</b>","경기도 양주시 백석읍 권율로 852","경기도 양주시 백석읍 기산리 131-2","True","True","1","37.774723","126.961398","네이버 지도","https://map.naver.com/p/search/%ED%96%89%EB%B3%B5%ED%95%9C%EC%82%AC%EB%9E%8C%EB%93%A4%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C%20%EB%B0%B1%EC%84%9D%EC%9D%8D%20%EA%B6%8C%EC%9C%A8%EB%A1%9C%20852","확인 완료","확인 후보","단일 상호·주소 일치 후보","2026-09-06"
"369","도원가든","경기도 연천군청산면청신로308(청산면초성리)","37.9893866","127.0904709","도원가든 경기도 연천군청산면청신로308(청산면초성리)","도원가든 경기도 연천군청산면청신로308(청산면초성리)","전체 주소 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"370","레이트 체크아웃","경기도 연천군전곡읍은대성로984층 (전곡읍은대리)","38.0243461","127.0624084","레이트 체크아웃 경기도 연천군전곡읍은대성로984층 (전곡읍은대리)","레이트 체크아웃 경기도 연천군전곡읍은대성로984층 (전곡읍은대리)","전체 주소 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-06"
"371","올리브","경기도 연천군청산면청신로336(청산면초성리)","37.9877745","127.0926492","올리브 경기도 연천군청산면청신로336(청산면초성리)","올리브 경기도 연천군청산면청신로336(청산면초성리)","전체 주소 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"372","반하정육회 수지본점","경기도 용인시 수지구만현로88120호(상현동)","37.3090064","127.0850231","반하정육회 수지본점 경기도 용인시 수지구만현로88120호(상현동)","반하정육회 수지본점 경기도 용인시 수지구만현로88120호(상현동)","전체 주소 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-06"
"373","푸라닭 용인역북점","경기도 용인시 처인구금학로235번길261층 (역북동, 선봉레스텔)","37.2409298","127.1905233","푸라닭 용인역북점 경기도 용인시 처인구금학로235번길261층 (역북동, 선봉레스텔)","푸라닭 용인역북점 경기도 용인시 처인구금학로235번길261층 (역북동","도로명·건물번호 보조 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-06"
"374","비비큐 파주운정스타필드점","파주시 경의로1240번길 14-11 (와동동)","37.7273301911","126.7620261581","비비큐 파주운정스타필드점 파주시 경의로1240번길 14-11 (와동동)","비비큐 파주운정스타필드점 파주시 경의로1240번길 14-11 (와동동)","전체 주소 검색","1","","","","False","False","0","","","","","미확인","미확인","상호와 주소가 일치하는 후보가 없습니다","2026-09-06"
"375","삼산회관 파주운정가람마을점","파주시 가람로51번길 16-30 (와동동) 102호","37.7353977114","126.7573471897","삼산회관 파주운정가람마을점 파주시 가람로51번길 16-30 (와동동) 102호","삼산회관 파주운정가람마을점 파주시 가람로51번길 16-30 (와동동) 102호","전체 주소 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-06"
"376","육심외할머니가든","파주시 경의로1240번길 14-11 (와동동) 204호","37.7272505","126.7620423","육심외할머니가든 파주시 경의로1240번길 14-11 (와동동) 204호","육심외할머니가든 파주시 경의로1240번길 14-11 (와동동) 204호","전체 주소 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-06"
"377","촉촉베이커리 앤 카페","파주시 가람로21번길 47 (와동동) 1층 일부","37.7362168995","126.7519926208","촉촉베이커리 앤 카페 파주시 가람로21번길 47 (와동동) 1층 일부","촉촉베이커리 앤 카페 파주시 가람로21번길 47 (와동동) 1층 일부","전체 주소 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-06"
"378","밥꼬 운정점","파주시 산내로104번길 21-3 (목동동) 1층","37.7278725931","126.7372749276","밥꼬 운정점 파주시 산내로104번길 21-3 (목동동) 1층","밥꼬 운정점 파주시 산내로104번길 21-3 (목동동) 1층","전체 주소 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-06"
"379","해녀밥상","파주시 청암로17번길 25 (목동동) 204호","37.7290961793","126.7353328775","해녀밥상 파주시 청암로17번길 25 (목동동) 204호","해녀밥상 파주시 청암로17번길 25 (목동동) 204호","전체 주소 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-06"
"380","또오리","파주시 경의로 999-1 (야당동)","37.7065289086","126.7571264227","또오리 파주시 경의로 999-1 (야당동)","또오리 파주시 경의로 999-1 (야당동)","전체 주소 검색","1","","","","False","False","0","","","","","미확인","미확인","상호와 주소가 일치하는 후보가 없습니다","2026-09-06"
"381","삼산회관 파주야당점","파주시 경의로 1030 (야당동) 1층 107호","37.7093618545","126.7593325784","삼산회관 파주야당점 파주시 경의로 1030 (야당동) 1층 107호","삼산회관 파주야당점 파주시 경의로 1030 (야당동) 1층 107호","전체 주소 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-06"
"382","숙성사돈 운정역점","파주시 경의로1240번길 15 (와동동) 유은타워9차 101, 102호","37.7125733547","126.760165861","숙성사돈 운정역점 파주시 경의로1240번길 15 (와동동) 유은타워9차 101, 102호","숙성사돈 운정역점 파주시 경의로1240번길 15 (와동동) 유은타워9차 101","도로명·건물번호 보조 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-06"
"383","양복점 파주야당점","파주시 소리천로8번길 36 (야당동) 106~107호","37.7125733547","126.760165861","양복점 파주야당점 파주시 소리천로8번길 36 (야당동) 106~107호","양복점 파주야당점 파주시 소리천로8번길 36 (야당동) 106~107호","전체 주소 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-06"
"384","브런치빈 파주점","파주시 경의로 1090 (야당동) 802,803호","37.7145087869","126.7600602714","브런치빈 파주점 파주시 경의로 1090 (야당동) 802,803호","브런치빈 파주점 파주시 경의로 1090 (야당동) 802","도로명·건물번호 보조 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-06"
"385","말랭이국수","파주시 월롱면 통일로 725 1층 일부","37.7739683528","126.7894715893","말랭이국수 파주시 월롱면 통일로 725 1층 일부","말랭이국수 파주시 월롱면 통일로 725 1층 일부","전체 주소 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-06"
"386","국수사랑","경기도 의왕시계원대학로34106호(내손동, 신우프라자)","37.3791087","126.9751236","국수사랑 경기도 의왕시계원대학로34106호(내손동, 신우프라자)","국수사랑 경기도 의왕시계원대학로34106호(내손동","도로명·건물번호 보조 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-06"
"387","그릭당","경기도 의정부시시민로19번길22- 9(의정부동, 1층)","37.7393072","127.0371584","그릭당 경기도 의정부시시민로19번길22- 9(의정부동, 1층)","그릭당 경기도 의정부시시민로19번길22- 9(의정부동","도로명·건물번호 보조 검색","1","","","","False","False","0","","","","","미확인","미확인","상호와 주소가 일치하는 후보가 없습니다","2026-09-06"
"388","꽃담수","경기도 의정부시망월로18- 11107동102호(호원동, 신일타운하우스)","37.7082407","127.0458436","꽃담수 경기도 의정부시망월로18- 11107동102호(호원동, 신일타운하우스)","꽃담수 경기도 의정부시망월로18- 11107동102호(호원동","도로명·건물번호 보조 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-06"
"389","민스","경기도 의정부시안말로8번길481층 (호원동)","37.7130473","127.0427144","민스 경기도 의정부시안말로8번길481층 (호원동)","민스 경기도 의정부시안말로8번길481층 (호원동)","전체 주소 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-06"
"390","수진이네","경기도 이천시신둔면경충대로3159번길12- 26(신둔면수광리)","37.3095671","127.4007183","수진이네 경기도 이천시신둔면경충대로3159번길12- 26(신둔면수광리)","수진이네 경기도 이천시신둔면경충대로3159번길12- 26(신둔면수광리)","전체 주소 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"391","예원헤어크레앙스","파주시 적성면 솥뒤로 16","37.9556797801","126.9177690718","예원헤어크레앙스 파주시 적성면 솥뒤로 16","예원헤어크레앙스 파주시 적성면 솥뒤로 16","전체 주소 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-06"
"392","승원장","파주시 적성면 칠중5길 8","37.9549601271","126.9210793821","승원장 파주시 적성면 칠중5길 8","승원장 파주시 적성면 칠중5길 8","전체 주소 검색","1","","","","True","False","0","","","","","재확인 필요","재확인 필요","상호는 일치하지만 주소가 일치하지 않습니다","2026-09-06"
"393","감악산한우마을구이식당","파주시 적성면 솥뒤로 38-1","37.9572403082","126.9160076151","감악산한우마을구이식당 파주시 적성면 솥뒤로 38-1","감악산한우마을구이식당 파주시 적성면 솥뒤로 38-1","전체 주소 검색","0","","","","False","False","0","","","","","미확인","미확인","지역 검색 결과가 없습니다","2026-09-06"
